"filename", "language", "Dart", "comment", "blank", "total"
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/api/auth_api.dart", "Dart", 145, 23, 20, 188
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/api/ip_lookup_api.dart", "Dart", 5, 0, 1, 6
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/api/live_events_api.dart", "Dart", 47, 0, 7, 54
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/api/mylist_api.dart", "Dart", 85, 6, 11, 102
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/api/packages_api.dart", "Dart", 47, 0, 7, 54
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/api/payment_api.dart", "Dart", 202, 3, 27, 232
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/api/trending_api.dart", "Dart", 26, 0, 4, 30
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/api/tvs_api.dart", "Dart", 47, 0, 7, 54
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/api/users_api.dart", "Dart", 33, 0, 7, 40
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/api/vods_api.dart", "Dart", 54, 0, 8, 62
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/data/countries.dart", "Dart", 1478, 0, 1, 1479
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/helpers/constants/colors.dart", "Dart", 10, 0, 4, 14
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/helpers/constants/input_decorations.dart", "Dart", 29, 0, 3, 32
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/helpers/constants/values.dart", "Dart", 3, 0, 1, 4
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/helpers/fx/providers_init.dart", "Dart", 20, 0, 4, 24
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/helpers/fx/url_launcher.dart", "Dart", 16, 0, 3, 19
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/helpers/fx/watch_bridge_functions.dart", "Dart", 104, 3, 14, 121
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/main.dart", "Dart", 116, 1, 9, 126
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/providers/auth_provider.dart", "Dart", 79, 41, 25, 145
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/providers/live_events_provider.dart", "Dart", 18, 0, 7, 25
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/providers/my_list_provider.dart", "Dart", 73, 5, 19, 97
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/providers/navigation_bar_provider.dart", "Dart", 9, 0, 3, 12
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/providers/packages_provider.dart", "Dart", 15, 0, 6, 21
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/providers/trending_provider.dart", "Dart", 15, 0, 4, 19
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/providers/tvs_provider.dart", "Dart", 24, 0, 9, 33
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/providers/user_info_provider.dart", "Dart", 62, 1, 15, 78
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/providers/vods_provider.dart", "Dart", 24, 0, 9, 33
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/screens/auth/choose_country.dart", "Dart", 148, 1, 8, 157
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/screens/auth/forgot_password.dart", "Dart", 104, 0, 7, 111
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/screens/auth/login.dart", "Dart", 220, 2, 13, 235
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/screens/auth/login_black_screens.dart", "Dart", 12, 0, 4, 16
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/screens/auth/otp_verify_screen.dart", "Dart", 21, 0, 4, 25
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/screens/auth/register.dart", "Dart", 217, 4, 8, 229
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/screens/browser/browser_screen.dart", "Dart", 71, 3, 8, 82
"/Users/kanema/Documents/Kanema/projects/kanemaonline/lib/screens/details_pages/live_event_details.dart", "Dart", 0, 0, 1, 1
